v3.18-1run,${-1.6}$,${-63.0}$,${-63.6}$,$0.3$
v3.18-patched,${-2.1}$,${-64.1}$,${-64.0}$,$-0.0$
v3.18-rmCounter,${-4.0}$,${-65.6}$,${-64.1}$,$-0.1$
v3.18-2run,${-1.0}$,${-62.1}$,${-62.7}$,$1.0$
v3.18-3run,${-0.7}$,${-61.6}$,${-62.1}$,$1.5$
