$2$,${-31.4}$,${-31.3}$,${-31.2}$,${-31.3}$
$4$,${-31.0}$,${-30.2}$,${-29.4}$,${-29.0}$
$8$,${-30.6}$,${-29.3}$,${-28.8}$,${-28.3}$
$64$,${-27.1}$,${-25.9}$,${-25.2}$,${-25.1}$
$2^{10}$,${-22.8}$,${-22.0}$,${-21.5}$,${-21.1}$
$2^{29}$,${-3.4}$,${-2.7}$,${-2.1}$,${-1.9}$
$2^{31}$,${-1.2}$,${-0.7}$,${-0.4}$,${-0.2}$
