$1$,${0.0}$,${0.0}$,${0.0}$,$32.0$
$2$,${-0.9}$,${-0.5}$,${-1.3}$,$17.2$
$4$,${-1.8}$,${-0.8}$,${-2.5}$,$9.3$
$64$,${-6.5}$,${-1.1}$,${-7.7}$,$0.3$
$2^{10}$,${-10.7}$,${-1.2}$,${-11.8}$,$0.0$
$2^{31}$,${-31.8}$,${-1.9}$,${-31.6}$,$0.0$
